0x7bd
0x3ed3
0x3ee1
0x3ee5
0x3ef0
0x3f00
0x3f0a
0x3f28
0x3f2c
0x3f7a
0x3f86
0x3fa5
0x3fa9
0x3fcc
0x3fe0
0x3fe4
0x3ff9
0x3ffd
0x400f
0x4013
0x4033
0x4037
0x4047
0x405a
0x405e
0x406c
0x4070
0x4080
0x4090
0x4094
0x40a6
0x40aa
0x40b6
0x40ce
0x40d2
0x40e6
0x40ea
0x4100
0x4104
0x4119
0x411d
0x4132
0x4136
0x414f
0x4153
0x4167
0x416b
0x417a
0x417e
0x4192
0x4196
0x41b2
0x41b6
0x41cc
0x41d0
0x41de
0x41e2
0x41ed
0x41fd
0x4207
0x4225
0x4229
0x4277
0x4283
0x42a2
0x42a6
0x42bf
0x42c3
0x42de
0x42e2
0x42f4
0x42f8
0x430e
0x4312
0x435e
0x4364
0x4370
0x437d
0x4381
0x4393
0x4397
0x43a4
0x43a8
0x43bb
0x43bf
0x43e3
0x43e7
0x4402
0x4406
0x4419
0x441d
0x4429
0x442d
0x442e
0x443e
0x4449
0x444d
0x4457
0x445b
0x4486
0x448a
0x44c1
0x44c5
